"year","iso","rgdpbarro","rgdp","loans1","bassets2","govass","narrowm","money","gdp","iy","cpi","pop","stir","ltrate","crisisST","stocks","dlloans","dlnm","dlm","dlpc","dlloansgdp","dlloansmoney","dlloansr","dlnmr","dlmr","dlloansr.lag1","dlloansr.lag2","dlloansr.lag3","dlloansr.lag4","dlloansr.lag5","dlnmr.lag1","dlnmr.lag2","dlnmr.lag3","dlnmr.lag4","dlnmr.lag5","dlmr.lag1","dlmr.lag2","dlmr.lag3","dlmr.lag4","dlmr.lag5","dlloansgdp.lag1","dlloansgdp.lag2","dlloansgdp.lag3","dlloansgdp.lag4","dlloansgdp.lag5","dlloansmoney.lag1","dlloansmoney.lag2","dlloansmoney.lag3","dlloansmoney.lag4","dlloansmoney.lag5"
1888,"AUS",18.9683971405029,4503.7509765625,223.949996948242,269.119995117188,NA,75.3000030517578,218.600006103516,405.700012207031,0.210911005735397,2.79166698455811,2932,0.046000000089407,0.0370370000600815,0,9.7741003036499,0.149613817799141,0.127290232112494,0.0904273785233114,-0.0438026177781836,0.0875862523472006,0.0591864392758292,0.193416435577324,0.171092849890678,0.134229996301495,0.0678956491321037,0.0368234831510303,0.0990232368750705,0.0541768397309239,-0.0265073232359974,0.153333956958886,-0.0548765978805354,0.0878943938682006,0.0631159883723162,-0.163073120381943,0.0976286991269877,0.0184187719623825,0.062026645143435,0.0837117905380635,-0.0605395550881453,-0.0224909634509172,-0.00535999542816967,0.0748617422785516,0.0434035252998622,0.0338652936681231,-0.0297330499948842,0.0184047111886487,0.0369965917316342,-0.0295349508071396,0.0340322318521491
1889,"AUS",20.0237083435059,4746.85595703125,239.229995727539,287.970001220703,NA,71.6999969482422,227.5,418.799987792969,0.18612240254879,2.79166698455811,3022,0.0450000017881393,0.0366970002651215,0,9.09679985046387,0.0660026153869229,-0.0489894702911355,0.039906634727636,0,0.0342231658393938,0.0260959806592867,0.0660026153869229,-0.0489894702911355,0.039906634727636,0.193416435577324,0.0678956491321037,0.0368234831510303,0.0990232368750705,0.0541768397309239,0.171092849890678,0.153333956958886,-0.0548765978805354,0.0878943938682006,0.0631159883723162,0.134229996301495,0.0976286991269877,0.0184187719623825,0.062026645143435,0.0837117905380635,0.0875862523472006,-0.0224909634509172,-0.00535999542816967,0.0748617422785516,0.0434035252998622,0.0591864392758292,-0.0297330499948842,0.0184047111886487,0.0369965917316342,-0.0295349508071396
1890,"AUS",18.7695465087891,4457.67578125,250.119995117188,302.682006835938,NA,74,236.5,409.100006103516,0.169927299022675,2.79166698455811,3107,0.0430000014603138,0.0373830012977123,0,8.671799659729,0.0445153687639461,0.0315743881614665,0.0387979695409832,0,0.0679491787579627,0.00571739922296412,0.0445153687639461,0.0315743881614665,0.0387979695409832,0.0660026153869229,0.193416435577324,0.0678956491321037,0.0368234831510303,0.0990232368750705,-0.0489894702911355,0.171092849890678,0.153333956958886,-0.0548765978805354,0.0878943938682006,0.039906634727636,0.134229996301495,0.0976286991269877,0.0184187719623825,0.062026645143435,0.0342231658393938,0.0875862523472006,-0.0224909634509172,-0.00535999542816967,0.0748617422785516,0.0260959806592867,0.0591864392758292,-0.0297330499948842,0.0184047111886487,0.0369965917316342
1891,"AUS",19.6738262176514,4666.4580078125,254.470001220703,305.723999023438,NA,69.5,238.699996948242,373.700012207031,0.195448696613312,2.75,3196,0.0430000014603138,0.0380950011312962,0,7.29739999771118,0.017242172469687,-0.0627383406334241,0.00925931262788726,-0.0150379912360943,0.107748443167652,0.00798285984179908,0.0322801637057812,-0.0477003493973298,0.0242973038639815,0.0445153687639461,0.0660026153869229,0.193416435577324,0.0678956491321037,0.0368234831510303,0.0315743881614665,-0.0489894702911355,0.171092849890678,0.153333956958886,-0.0548765978805354,0.0387979695409832,0.039906634727636,0.134229996301495,0.0976286991269877,0.0184187719623825,0.0679491787579627,0.0342231658393938,0.0875862523472006,-0.0224909634509172,-0.00535999542816967,0.00571739922296412,0.0260959806592867,0.0591864392758292,-0.0297330499948842,0.0184047111886487
1892,"AUS",16.7756729125977,3995.41796875,251.759994506836,304.174011230469,NA,67.0999984741211,240.600006103516,323.899993896484,0.136705696582794,2.70833301544189,3274,0.0430000014603138,0.0380950011312962,0,7.24420022964478,-0.0107067247098032,-0.0351427313334813,0.00792830834859792,-0.0152675895060957,0.132311837113501,-0.0186350330584015,0.00456086479629259,-0.0198751418273856,0.0231958978546937,0.0322801637057812,0.0445153687639461,0.0660026153869229,0.193416435577324,0.0678956491321037,-0.0477003493973298,0.0315743881614665,-0.0489894702911355,0.171092849890678,0.153333956958886,0.0242973038639815,0.0387979695409832,0.039906634727636,0.134229996301495,0.0976286991269877,0.107748443167652,0.0679491787579627,0.0342231658393938,0.0875862523472006,-0.0224909634509172,0.00798285984179908,0.00571739922296412,0.0260959806592867,0.0591864392758292,-0.0297330499948842
1893,"AUS",15.5461597442627,3707.85791015625,225.380004882812,280.864013671875,NA,60.5,217.800003051758,301.299987792969,0.111522898077965,2.625,3334,0.0419999994337559,0.0384620018303394,1,6.42749977111816,-0.110688342748098,-0.103540656200469,-0.0995586043978696,-0.0312524261287971,-0.0383599410363559,-0.0111297383502289,-0.0794359166193009,-0.0722882300716717,-0.0683061782690725,0.00456086479629259,0.0322801637057812,0.0445153687639461,0.0660026153869229,0.193416435577324,-0.0198751418273856,-0.0477003493973298,0.0315743881614665,-0.0489894702911355,0.171092849890678,0.0231958978546937,0.0242973038639815,0.0387979695409832,0.039906634727636,0.134229996301495,0.132311837113501,0.107748443167652,0.0679491787579627,0.0342231658393938,0.0875862523472006,-0.0186350330584015,0.00798285984179908,0.00571739922296412,0.0260959806592867,0.0591864392758292
1894,"AUS",15.7924184799194,3765.5380859375,213.690002441406,271.410003662109,NA,65,216.600006103516,288.899993896484,0.119460597634315,2.45833301544189,3395,0.0390000008046627,0.0350000001490116,0,6.61339998245239,-0.0532615101056404,0.0717439048588409,-0.00552486176497169,-0.0655974117975933,-0.011235690829374,-0.0477366483406683,0.0123359016919529,0.137341316656434,0.0600725500326216,-0.0794359166193009,0.00456086479629259,0.0322801637057812,0.0445153687639461,0.0660026153869229,-0.0722882300716717,-0.0198751418273856,-0.0477003493973298,0.0315743881614665,-0.0489894702911355,-0.0683061782690725,0.0231958978546937,0.0242973038639815,0.0387979695409832,0.039906634727636,-0.0383599410363559,0.132311837113501,0.107748443167652,0.0679491787579627,0.0342231658393938,-0.0111297383502289,-0.0186350330584015,0.00798285984179908,0.00571739922296412,0.0260959806592867
1895,"AUS",14.6030960083008,3487.28295898438,198.619995117188,258.902008056641,NA,74.4000015258789,222.300003051758,300.299987792969,0.110825002193451,2.29166698455811,3460,0.0359999984502792,0.0307000000029802,0,7.45009994506836,-0.0731329511918402,0.135068692452534,0.0259754719526244,-0.0702039906452139,-0.111834299186222,-0.0991084231444642,-0.00292896054662628,0.205272683097748,0.0961794625978383,0.0123359016919529,-0.0794359166193009,0.00456086479629259,0.0322801637057812,0.0445153687639461,0.137341316656434,-0.0722882300716717,-0.0198751418273856,-0.0477003493973298,0.0315743881614665,0.0600725500326216,-0.0683061782690725,0.0231958978546937,0.0242973038639815,0.0387979695409832,-0.011235690829374,-0.0383599410363559,0.132311837113501,0.107748443167652,0.0679491787579627,-0.0477366483406683,-0.0111297383502289,-0.0186350330584015,0.00798285984179908,0.00571739922296412
1896,"AUS",15.4458065032959,3684.92797851562,196.550003051758,259.515991210938,NA,81,226.399993896484,313.100006103516,0.129618003964424,2.29166698455811,3523,0.0329999998211861,0.0299999993294477,0,7.17119979858398,-0.0104765594970297,0.0849931923242684,0.0182754846717801,0,-0.0522172729833824,-0.0287520441688099,-0.0104765594970297,0.0849931923242684,0.0182754846717801,-0.00292896054662628,0.0123359016919529,-0.0794359166193009,0.00456086479629259,0.0322801637057812,0.205272683097748,0.137341316656434,-0.0722882300716717,-0.0198751418273856,-0.0477003493973298,0.0961794625978383,0.0600725500326216,-0.0683061782690725,0.0231958978546937,0.0242973038639815,-0.111834299186222,-0.011235690829374,-0.0383599410363559,0.132311837113501,0.107748443167652,-0.0991084231444642,-0.0477366483406683,-0.0111297383502289,-0.0186350330584015,0.00798285984179908
1897,"AUS",14.3153305053711,3419.96704101562,187.630004882812,245.731994628906,NA,80.1999969482422,222.5,331.5,0.100449800491333,2.29166698455811,3586,0.0309999994933605,0.032200001180172,0,7.39029979705811,-0.0464449028715865,-0.00992567785181375,-0.0173762177637418,0,-0.103550064671321,-0.0290686851078447,-0.0464449028715865,-0.00992567785181375,-0.0173762177637418,-0.0104765594970297,-0.00292896054662628,0.0123359016919529,-0.0794359166193009,0.00456086479629259,0.0849931923242684,0.205272683097748,0.137341316656434,-0.0722882300716717,-0.0198751418273856,0.0182754846717801,0.0961794625978383,0.0600725500326216,-0.0683061782690725,0.0231958978546937,-0.0522172729833824,-0.111834299186222,-0.011235690829374,-0.0383599410363559,0.132311837113501,-0.0287520441688099,-0.0991084231444642,-0.0477366483406683,-0.0111297383502289,-0.0186350330584015
1898,"AUS",16.3189182281494,3891.26904296875,174.610000610352,232.257995605469,NA,79.1999969482422,219.699996948242,359.600006103516,0.127001702785492,2.25,3642,0.0299999993294477,0.0299999993294477,0,8.11410045623779,-0.0719170454933566,-0.0125472165325418,-0.0126641361062987,-0.0183492773844511,-0.153281555437974,-0.0592529093870585,-0.0535677681089055,0.00580206085190937,0.00568514127815245,-0.0464449028715865,-0.0104765594970297,-0.00292896054662628,0.0123359016919529,-0.0794359166193009,-0.00992567785181375,0.0849931923242684,0.205272683097748,0.137341316656434,-0.0722882300716717,-0.0173762177637418,0.0182754846717801,0.0961794625978383,0.0600725500326216,-0.0683061782690725,-0.103550064671321,-0.0522172729833824,-0.111834299186222,-0.011235690829374,-0.0383599410363559,-0.0290686851078447,-0.0287520441688099,-0.0991084231444642,-0.0477366483406683,-0.0111297383502289
1899,"AUS",16.0993614196777,3839.61010742188,169.020004272461,228.259994506836,NA,88.5,233.199996948242,370.600006103516,0.127465605735779,2.375,3691,0.0309999994933605,0.031199999153614,0,8.65190029144287,-0.0325378426353709,0.1110262917258,0.0596334758899015,0.0540672212702757,-0.0626688533853773,-0.0921713185252718,-0.0866050639056466,0.0569590704555241,0.00556625461962579,-0.0535677681089055,-0.0464449028715865,-0.0104765594970297,-0.00292896054662628,0.0123359016919529,0.00580206085190937,-0.00992567785181375,0.0849931923242684,0.205272683097748,0.137341316656434,0.00568514127815245,-0.0173762177637418,0.0182754846717801,0.0961794625978383,0.0600725500326216,-0.153281555437974,-0.103550064671321,-0.0522172729833824,-0.111834299186222,-0.011235690829374,-0.0592529093870585,-0.0290686851078447,-0.0287520441688099,-0.0991084231444642,-0.0477366483406683
1900,"AUS",16.8377819061279,4013.36499023438,171.289993286133,233.460006713867,NA,89.8000030517578,243.199996948242,379.600006103516,0.121062897145748,2.41666698455811,3741,0.0309999994933605,0.0333999991416931,0,9.42689990997314,0.0133409109198057,0.0145824572782098,0.0419876961537682,0.0173918742531456,-0.0106538415742345,-0.0286467852339627,-0.00405096333333987,-0.00280941697493575,0.0245958219006226,-0.0866050639056466,-0.0535677681089055,-0.0464449028715865,-0.0104765594970297,-0.00292896054662628,0.0569590704555241,0.00580206085190937,-0.00992567785181375,0.0849931923242684,0.205272683097748,0.00556625461962579,0.00568514127815245,-0.0173762177637418,0.0182754846717801,0.0961794625978383,-0.0626688533853773,-0.153281555437974,-0.103550064671321,-0.0522172729833824,-0.111834299186222,-0.0921713185252718,-0.0592529093870585,-0.0290686851078447,-0.0287520441688099,-0.0991084231444642
1901,"AUS",16.0945587158203,3838.73510742188,172.710006713867,233.524002075195,NA,93.5,251,398.799987792969,0.131264895200729,2.45833301544189,3795,0.0287999995052814,0.0383000001311302,0,8.67679977416992,0.0082559389154877,0.0403764270025482,0.0315688015881177,0.0170941725062437,-0.0410859857482079,-0.0233128626726305,-0.00883823359075597,0.0232822544963045,0.014474629081874,-0.00405096333333987,-0.0866050639056466,-0.0535677681089055,-0.0464449028715865,-0.0104765594970297,-0.00280941697493575,0.0569590704555241,0.00580206085190937,-0.00992567785181375,0.0849931923242684,0.0245958219006226,0.00556625461962579,0.00568514127815245,-0.0173762177637418,0.0182754846717801,-0.0106538415742345,-0.0626688533853773,-0.153281555437974,-0.103550064671321,-0.0522172729833824,-0.0286467852339627,-0.0921713185252718,-0.0592529093870585,-0.0290686851078447,-0.0287520441688099
1902,"AUS",16.0259170532227,3822.59692382812,171.880004882812,233.268005371094,NA,93.6999969482422,257.100006103516,391.600006103516,0.155405402183533,2.625,3850,0.0287999995052814,0.0357000008225441,0,9.53499984741211,-0.00481733891441394,0.0021367203802809,0.0240121988799107,0.0655974117975933,0.0134017423214107,-0.0288295377943239,-0.0704147507120072,-0.0634606914173124,-0.0415852129176826,-0.00883823359075597,-0.00405096333333987,-0.0866050639056466,-0.0535677681089055,-0.0464449028715865,0.0232822544963045,-0.00280941697493575,0.0569590704555241,0.00580206085190937,-0.00992567785181375,0.014474629081874,0.0245958219006226,0.00556625461962579,0.00568514127815245,-0.0173762177637418,-0.0410859857482079,-0.0106538415742345,-0.0626688533853773,-0.153281555437974,-0.103550064671321,-0.0233128626726305,-0.0286467852339627,-0.0921713185252718,-0.0592529093870585,-0.0290686851078447
1903,"AUS",17.1019649505615,4076.23193359375,172.789993286133,232.080001831055,NA,93,256.200012207031,448,0.15887850522995,2.66666698455811,3896,0.031300000846386,0.0379000008106232,0,11.0553998947144,0.00528035815432482,-0.00749866352166606,-0.00350670090256955,0.0157484761774216,-0.129271948018208,0.00878705905689398,-0.0104681180230968,-0.0232471396990876,-0.0192551770799911,-0.0704147507120072,-0.00883823359075597,-0.00405096333333987,-0.0866050639056466,-0.0535677681089055,-0.0634606914173124,0.0232822544963045,-0.00280941697493575,0.0569590704555241,0.00580206085190937,-0.0415852129176826,0.014474629081874,0.0245958219006226,0.00556625461962579,0.00568514127815245,0.0134017423214107,-0.0410859857482079,-0.0106538415742345,-0.0626688533853773,-0.153281555437974,-0.0288295377943239,-0.0233128626726305,-0.0286467852339627,-0.0921713185252718,-0.0592529093870585
